#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2020 05 07 20 50 190  7.0  9.0   0.5     3   3.1 159 1003.4   8.2   8.4   4.5   MM -0.3    MM
2020 05 07 19 50 170  7.0  9.0   0.5     3   3.1 125 1003.0   7.9   8.4   4.8   MM -0.5    MM
2020 05 07 18 50 140  7.0  9.0   0.4     3   3.1 134 1003.2   8.0   8.4   4.1   MM -0.4    MM
2020 05 07 17 50 160  5.0  6.0   0.2    MM   4.3  MM 1003.7   8.2   8.5   4.6   MM +0.5    MM
2020 05 07 16 50 150  4.0  5.0   0.3     7   4.7 141 1003.5   8.5   8.6   4.9   MM -0.0    MM
2020 05 07 15 50 100  3.0  4.0   0.3     8   4.4 148 1003.6   8.6   8.2   4.2   MM -0.4    MM
2020 05 07 14 50  70  4.0  4.0   0.3     7   4.3 131 1003.2   8.4   8.0   3.9   MM -0.7    MM
2020 05 07 13 50  20  2.0  3.0   0.4     4   4.3 154 1003.7   8.4   7.7   3.4   MM -0.4    MM
2020 05 07 12 50 350  2.0  3.0   0.4     4   4.1 148 1004.0   7.6   7.6   4.3   MM -0.4    MM
2020 05 07 11 50 280  3.0  4.0   0.5     4   4.2 132 1003.9   6.4   7.5   4.9   MM -1.1    MM
2020 05 07 10 50 250  3.0  4.0   0.4     8   4.2 115 1004.1   6.1   7.5   5.0   MM -1.3    MM
2020 05 07 09 50 250  4.0  4.0   0.4     8   3.8 116 1004.4   6.0   7.5   4.3   MM -1.7    MM
2020 05 07 08 50 210  3.0  4.0   0.5     4   3.8 206 1005.0   6.0   7.5   3.5   MM -1.6    MM
2020 05 07 07 50 200  5.0  6.0   0.6     4   3.7 199 1005.4   5.9   7.6   3.4   MM -1.0    MM
2020 05 07 06 50 180  6.0  7.0   0.5     4   3.5 187 1006.1   5.7   7.6   3.3   MM -1.0    MM
2020 05 07 05 50 180  6.0  7.0   0.6     3   3.4 187 1006.6   6.3   7.7   2.7   MM -1.1    MM
2020 05 07 04 50 180 10.0 11.0   0.4     8   3.7 126 1006.4   6.3   7.9   3.4   MM -1.8    MM
2020 05 07 03 50 210  5.0  6.0   0.4     8   4.1 124 1007.1   7.4   8.1   4.3   MM -1.4    MM
2020 05 07 02 50 210  4.0  5.0   0.4     6   4.2 137 1007.7   7.4   7.9   4.2   MM -0.7    MM
2020 05 07 01 50 200  4.0  5.0   0.4     8   4.3 113 1008.2   7.4   7.8   4.2   MM -0.7    MM
2020 05 07 00 50 190  5.0  6.0   0.4     7   4.1 147 1008.5   7.4   7.9   4.4   MM -0.7    MM
2020 05 06 23 50 200  4.0  5.0   0.5     8   3.9 100 1008.4   7.4   7.9   3.9   MM -1.3    MM
2020 05 06 22 50 200  5.0  5.0   0.5     8   3.8 123 1008.9   7.5   8.0   4.1   MM -1.3    MM
2020 05 06 21 50 190  6.0  7.0   0.5     3   3.6 191 1009.2   7.6   8.1   3.7   MM -1.5    MM
2020 05 06 20 50 190  6.0  7.0   0.6     3   3.5 188 1009.7   7.7   8.1   4.1   MM -1.6    MM
2020 05 06 19 50 190  7.0  8.0   0.5     3   3.5 183 1010.2   7.6   8.3   4.2   MM -1.6    MM
2020 05 06 18 50 180  6.0  8.0   0.5     9   3.4  94 1010.7   7.6   8.3   4.0   MM -1.7    MM
2020 05 06 17 50 180  7.0  8.0   0.5     9   3.4 142 1011.3   7.5   8.1   3.2   MM -2.0    MM
2020 05 06 16 50 190  7.0  8.0   0.4     9   3.8 123 1011.8   7.2   8.3   3.0   MM -1.6    MM
2020 05 06 15 50 180  6.0  7.0   0.3     7   5.5 135 1012.4   7.0   8.3   3.1   MM -1.1    MM
2020 05 06 14 50 170  5.0  6.0   0.3     7   5.8 128 1013.3   7.0   8.2   2.9   MM +0.0    MM
2020 05 06 13 50 130  2.0  2.0   0.4     9   6.4 153 1013.4   7.1   7.9   2.0   MM +0.0    MM
2020 05 06 12 50  70  2.0  2.0   0.4     8   5.9 137 1013.5   6.8   7.6   2.1   MM -0.0    MM
2020 05 06 11 50  20  3.0  4.0   0.4     9   5.8 145 1013.4   6.7   7.4   1.5   MM +0.0    MM
2020 05 06 10 50 360  4.0  5.0   0.4     8   6.0 143 1013.2   6.3   7.4   2.0   MM -0.4    MM
2020 05 06 09 50 340  5.0  6.0   0.4     8   6.3 124 1013.7   5.7   7.4   0.6   MM +0.4    MM
2020 05 06 08 50 330  4.0  5.0   0.4     9   6.9 127 1013.6   5.8   7.3   0.7   MM +0.8    MM
2020 05 06 07 50 290  4.0  5.0   0.4     9   6.8 136 1013.6   6.0   7.2   0.7   MM +0.7    MM
2020 05 06 06 50 300  5.0  5.0   0.3     9   6.6 144 1013.3   6.0   7.1   0.6   MM +0.5    MM
2020 05 06 05 50 300  5.0  5.0   0.3     9   5.9 153 1012.8   6.2   7.1   0.9   MM +0.0    MM
2020 05 06 04 50 320  5.0  5.0   0.4     9   4.4 155 1012.9   6.8   7.1   0.9   MM +0.0    MM
2020 05 06 03 50 320  5.0  6.0   0.4     9   3.4 149 1012.8   7.5   7.2   1.0   MM +0.6    MM
2020 05 06 02 50 330  7.0  8.0   0.5     9   3.6 145 1012.6   7.6   7.3   1.0   MM +1.3    MM
2020 05 06 01 50 330  6.0  8.0   0.5     9   3.6 129 1012.7   7.9   7.3   0.7   MM +2.6    MM
2020 05 06 00 50 310  7.0  9.0   0.6     8   3.9 135 1012.2   8.2   7.4   0.6   MM +3.0    MM
2020 05 05 23 50 310  9.0 10.0   0.6     8   3.7 130 1011.3   8.8   7.4   0.0   MM +2.8    MM
2020 05 05 22 50 300  9.0 11.0   0.7     9   3.8 131 1010.1   9.4   7.5   0.0   MM +2.2    MM
2020 05 05 21 50 320  7.0  9.0   0.6     8   4.0 145 1009.2   9.8   7.5   0.5   MM +1.5    MM
2020 05 05 20 50 320  8.0 10.0   0.6     8   3.6 135 1008.5   9.4   7.4   0.1   MM +1.1    MM
2020 05 05 19 50 350 10.0 13.0   0.7     9   3.4 135 1007.9   9.0   7.5   0.3   MM +0.8    MM
2020 05 05 18 50 320 10.0 13.0   0.6     8   3.3 143 1007.7   9.6   7.5  -0.5   MM +0.7    MM
2020 05 05 17 50 330  9.0 11.0   0.6     9   3.1 143 1007.4   9.4   7.4  -0.5   MM +0.6    MM
2020 05 05 16 50 320  8.0 10.0    MM    MM    MM  MM 1007.1   8.8   7.3   0.0   MM   MM    MM
2020 05 05 15 50 310  9.0 12.0   0.6     9   3.3 143 1007.0   8.5   7.0  -0.4   MM +0.8    MM
2020 05 05 14 50 310  7.0  9.0   0.6     9   3.4 133 1006.8   8.1   6.9  -0.3   MM +0.3    MM
2020 05 05 13 50 320  8.0 10.0   0.6     9   3.6 143 1006.3   7.7   7.0  -0.1   MM -0.3    MM
2020 05 05 12 50 340  9.0 10.0   0.6     9   4.0 125 1006.2   7.3   7.0   0.3   MM   MM    MM
2020 05 05 11 50 340  8.0 10.0   0.6     8   4.0 139 1006.5   7.0   7.0  -0.1   MM +1.4    MM
2020 05 05 10 50 320  6.0  8.0   0.6     8   4.9 129 1006.6   7.4   7.1   0.1   MM +2.4    MM
2020 05 05 09 50 310  5.0  6.0   0.5     8   4.3 139 1005.7   7.5   7.2   1.1   MM +1.6    MM
2020 05 05 08 50 310  7.0  9.0   0.5     8   5.1 143 1005.1   7.8   7.2   1.4   MM +0.8    MM
2020 05 05 07 50 320  8.0  9.0   0.6     8   4.1 143 1004.2   8.4   7.2   1.9   MM -0.8    MM
2020 05 05 06 50 320  8.0  9.0    MM    MM    MM  MM 1004.1   8.5   7.2   1.3   MM -1.1    MM
2020 05 05 05 50 320  8.0 11.0   0.5     8   3.8 157 1004.3   8.6   7.2   2.1   MM -0.7    MM
2020 05 05 04 50 320  8.0 10.0   0.5     9   4.2 152 1005.0   8.8   7.2   2.5   MM +0.3    MM
2020 05 05 03 50 320  7.0  9.0   0.5     9   3.9 153 1005.2   8.9   7.0   2.9   MM +1.0    MM
2020 05 05 02 50 320  7.0 10.0   0.6     8   3.6 154 1005.0   9.1   7.0   2.6   MM +2.3    MM
2020 05 05 01 50 310  8.0 11.0   0.6     8   3.8 161 1004.7   9.2   7.1   2.6   MM +3.0    MM
2020 05 05 00 50 320  9.0 11.0   0.7     3   3.8 348 1004.2   9.5   7.5   2.9   MM +3.2    MM
2020 05 04 23 50 330 11.0 13.0   0.7     8   3.7 137 1002.7  10.5   7.8   3.8   MM +2.1    MM
2020 05 04 22 50 330  7.0  9.0   0.6     8   4.1 130 1001.7  10.9   8.1   4.5   MM +1.3    MM
2020 05 04 21 50 340  9.0 10.0   0.6     8   4.4 133 1001.0  12.0   8.3   4.0   MM +0.4    MM
2020 05 04 20 50 330  6.0  7.0   0.6     8   5.2 135 1000.6  12.2   8.2   4.4   MM +0.0    MM
2020 05 04 19 50 320  6.0  8.0   0.5     8   5.8 115 1000.4  12.5   8.5   3.6   MM +0.0    MM
2020 05 04 18 50 320  7.0  9.0   0.5     8   6.1 116 1000.6  13.5   8.4   2.9   MM +0.0    MM
2020 05 04 17 50 340  4.0  5.0   0.5    10   5.7  93 1000.7  12.5   8.4   4.0   MM +0.0    MM
2020 05 04 16 50 310  4.0  6.0   0.5    10   5.9 105 1000.5  13.4   8.6   3.4   MM -0.3    MM
2020 05 04 15 50 320  3.0  4.0   0.5    10   5.8 116 1000.6  13.3   8.4   3.4   MM +0.0    MM
2020 05 04 14 50  MM  0.0  2.0   0.5    10   5.5 122 1000.8  13.4   8.6   4.1   MM -0.3    MM
2020 05 04 13 50  MM  0.0  1.0   0.5    10   5.4 126 1000.8  12.4   8.2   4.5   MM +0.0    MM
2020 05 04 12 50  MM  0.0  1.0   0.5    11   5.2 129 1000.8  11.9   7.4   4.6   MM +0.0    MM
2020 05 04 11 50 260  2.0  2.0   0.7     9   5.2 131 1001.1  11.0   7.4   4.3   MM +0.8    MM
2020 05 04 10 50  MM  0.0  1.0   0.7     9   5.1 143 1000.9   9.5   7.6   7.3   MM +0.6    MM
2020 05 04 09 50 310  2.0  2.0   0.7     9   5.2 147 1000.6   9.1   7.7   7.6   MM -0.0    MM
2020 05 04 08 50  MM  0.0  1.0   0.8     8   5.1 155 1000.3   8.4   7.8   8.1   MM +0.0    MM
2020 05 04 07 50  70  2.0  2.0   0.8     8   5.4 129 1000.3   8.1   7.7   8.0   MM +0.0    MM
2020 05 04 06 50 350  4.0  5.0   1.0     8   5.4 156 1000.5   8.1   7.7   8.1   MM -0.0    MM
2020 05 04 05 50 350  4.0  5.0   1.1    10   5.6 136 1000.1   7.8   7.9   7.8   MM -1.0    MM
2020 05 04 04 50  MM  0.0  1.0   1.0     6   5.2 161 1000.1   7.9   7.9   7.7   MM -1.5    MM
2020 05 04 03 50 140  2.0  2.0   0.9    10   5.2 143 1000.4   7.9   7.8   7.7   MM -1.2    MM
2020 05 04 02 50 170  3.0  4.0   1.0    10   5.4 142 1001.1   8.1   7.9   7.8   MM -0.6    MM
2020 05 04 01 50 180  2.0  2.0   0.9    10   5.1 140 1001.6   8.1   8.0   7.7   MM +0.0    MM
2020 05 04 00 50 190  2.0  3.0   1.0    11   5.2 115 1001.6   8.1   7.6   7.6   MM -0.0    MM
2020 05 03 23 50 150  1.0  1.0   1.0    11   5.7 117 1001.7   8.2   7.7   7.7   MM -0.0    MM
2020 05 03 22 50 190  5.0  6.0   1.0     9   5.3 137 1001.4   8.8   7.8   7.8   MM -0.6    MM
2020 05 03 21 50 210  6.0  7.0   1.1    10   5.1 141 1001.7   9.6   7.9   8.2   MM -1.5    MM
2020 05 03 20 50 190  4.0  5.0   1.3     9   5.6 139 1001.9   9.0   7.8   8.1   MM -1.9    MM
2020 05 03 19 50 170  5.0  6.0   1.2     9   6.0 136 1002.0   9.2   7.9   8.2   MM -2.6    MM
2020 05 03 18 50 200  2.0  3.0   1.2    11   5.9  83 1003.2   8.8   7.9   7.6   MM -2.6    MM
2020 05 03 17 50 180  6.0  7.0   1.2     9   6.3 148 1003.8   9.2   7.7   7.3   MM -2.3    MM
2020 05 03 16 50 190  4.0  6.0   1.2    10   6.8 136 1004.6   9.4   7.5   6.8   MM -2.2    MM
2020 05 03 15 50 200  4.0  5.0   1.3    10   7.3 157 1005.8   8.7   7.0   6.3   MM -2.2    MM
2020 05 03 14 50 170  6.0  7.0   1.3    11   6.9 134 1006.1   8.3   7.0   6.0   MM -1.9    MM
2020 05 03 13 50 170  6.0  7.0   0.9    11   6.6 112 1006.8   9.2   6.9   4.9   MM -1.6    MM
2020 05 03 12 50 180  4.0  5.0   1.1    11   7.0 140 1008.0   8.5   6.8   4.5   MM -0.5    MM
2020 05 03 11 50 170  7.0  8.0   1.1    11   7.8 124 1008.0   9.4   7.0   3.2   MM -0.5    MM
2020 05 03 10 50 170  5.0  6.0   1.1    11   8.2 114 1008.4   9.3   7.0   3.2   MM -0.8    MM
2020 05 03 09 50 190  4.0  4.0   1.3    12   8.8 123 1008.5   9.3   7.0   3.4   MM -1.2    MM
2020 05 03 08 50 170  5.0  5.0   1.2    11   8.3 125 1008.5   9.7   7.0   2.7   MM -1.9    MM
2020 05 03 07 50 160  3.0  3.0   1.4    11   9.0 142 1009.2   9.2   7.2   3.0   MM -1.4    MM
2020 05 03 06 50 200  1.0  2.0   1.5    11   9.1 153 1009.7   9.0   7.0   4.0   MM -0.9    MM
2020 05 03 05 50 190  2.0  3.0   1.5    11   9.4 128 1010.4   9.4   7.1   3.2   MM +0.0    MM
2020 05 03 04 50 190  3.0  3.0   1.5    11   9.4 135 1010.6   9.3   7.2   3.3   MM +0.0    MM
2020 05 03 03 50 220  2.0  3.0   1.6    11   9.5 149 1010.6  11.5   7.3   0.8   MM +1.2    MM
2020 05 03 02 50 270  2.0  2.0   1.4    11   9.2 139 1010.4  13.3   7.2  -1.6   MM +1.7    MM
2020 05 03 01 50 280  2.0  3.0   1.4    11   9.2 128 1010.4  12.1   7.0   0.5   MM +2.2    MM
2020 05 03 00 50 340  2.0  3.0   1.2    11   8.7 137 1009.4  14.4   7.0  -1.7   MM +1.3    MM
2020 05 02 23 50 330  4.0  6.0   1.4    11   8.5 144 1008.7  13.8   6.9   0.4   MM +0.9    MM
2020 05 02 22 50 320  5.0  6.0   1.4    12   8.5 143 1008.2  14.1   6.9   0.5   MM +0.3    MM
2020 05 02 21 50 320  3.0  5.0   1.4    11   8.3 153 1008.1  14.1   6.8   0.2   MM -0.0    MM
2020 05 02 20 50 330  5.0  7.0   1.4    12   7.2 141 1007.8  13.9   6.8   0.4   MM -0.4    MM
2020 05 02 19 50 320  7.0  8.0   1.5    13   7.0 125 1007.9  14.9   6.7  -2.2   MM -0.5    MM
2020 05 02 18 50 310  6.0  9.0   1.6    12   7.3 135 1008.1  14.3   6.7  -1.9   MM -0.7    MM
2020 05 02 17 50 330  7.0  9.0   1.8    12   7.6 127 1008.2  13.7   6.7  -1.6   MM -1.0    MM
2020 05 02 16 50 340  7.0  9.0   1.8    12   8.1 142 1008.4  12.4   6.6   0.0   MM -0.6    MM
2020 05 02 15 50 340  5.0  8.0   1.6    11   7.4 142 1008.8  11.2   6.4   1.1   MM +0.0    MM
2020 05 02 14 50 340  6.0  9.0   1.8    11   6.9 148 1009.2  10.4   6.2   1.1   MM +0.4    MM
2020 05 02 13 50 340  7.0  9.0   1.7    10   6.8 147 1009.0   9.3   6.1   1.5   MM +0.9    MM
2020 05 02 12 50 340  8.0 10.0   1.7    11   7.9 149 1008.9   8.7   6.0   1.6   MM +1.4    MM
2020 05 02 11 50 340  6.0  7.0   1.7    12   7.2 156 1008.8   7.9   5.9   2.1   MM +1.8    MM
2020 05 02 10 50 340  9.0 11.0   1.8    12   6.5 162 1008.1   7.8   5.9   1.9   MM +1.8    MM
2020 05 02 09 50 330  9.0 11.0   1.7    11   6.2 139 1007.5   7.6   6.0   2.5   MM +2.4    MM
2020 05 02 08 50 340  9.0 11.0   2.0    11   6.0 136 1007.0   7.9   6.1   2.7   MM +2.3    MM
2020 05 02 07 50 340 12.0 15.0   1.9     9   6.3 149 1006.3   8.5   6.3   2.8   MM +2.1    MM
2020 05 02 06 50 340 10.0 13.0   1.9     8   6.6 136 1005.1   8.8   6.4   5.2   MM +1.4    MM
2020 05 02 05 50 330  6.0  8.0   2.0     8   7.0 146 1004.7  10.1   6.5  10.1   MM +1.3    MM
2020 05 02 04 50 310  1.0  2.0   2.2     7   7.0 153 1004.2   8.2   6.5   8.2   MM +0.9    MM
2020 05 02 03 50 220  1.0  2.0   2.0    11   6.9 132 1003.7   7.9   6.4   7.9   MM -0.0    MM
2020 05 02 02 50 230  2.0  3.0   2.1     7   6.7 151 1003.4   7.8   6.3   7.8   MM +0.0    MM
2020 05 02 01 50 240  3.0  4.0   2.1     8   6.7 149 1003.3   8.0   6.2   8.0   MM +0.3    MM
2020 05 02 00 50 220  2.0  3.0   2.2     7   6.5 132 1003.5   6.9   6.0   6.9   MM +0.5    MM
2020 05 01 23 50 250  1.0  2.0   2.2     8   6.3 158 1003.3   6.5   5.9   6.5   MM +0.4    MM
2020 05 01 22 50 180  1.0  2.0   2.3     8   6.3 155 1003.0   6.1   5.9   6.1   MM -0.3    MM
2020 05 01 21 50 210  3.0  3.0   2.3     8   6.2 151 1003.0   6.7   5.9   6.7   MM -0.5    MM
2020 05 01 20 50 200  2.0  3.0   2.4     8   6.2 134 1002.9   6.9   5.8   6.9   MM -1.7    MM
2020 05 01 19 50 210  3.0  3.0   2.2     7   5.9 121 1003.3   6.9   5.7   6.9   MM -2.5    MM
2020 05 01 18 50 180  7.0  8.0   2.0     8   5.5 119 1003.5   7.7   5.7   7.7   MM -3.4    MM
2020 05 01 17 50 160  8.0  9.0   2.2     7   5.7 123 1004.6   7.8   5.7   7.8   MM -3.9    MM
2020 05 01 16 50 150  8.0 10.0   2.4     7   5.9 124 1005.8   8.1   5.7   8.1   MM -4.2    MM
2020 05 01 15 50 130  9.0 11.0   2.1     8   5.9 126 1006.9   8.1   5.7   8.1   MM -3.7    MM
2020 05 01 14 50 140 10.0 12.0   2.2     7   5.8 107 1008.5   7.9   5.7   7.9   MM -2.6    MM
2020 05 01 13 50 150  9.0 11.0   2.2     7   5.8 141 1010.0   7.8   5.7   7.8   MM -1.4    MM
2020 05 01 12 50 150  8.0 10.0   2.4     7   5.9 125 1010.6   7.8   5.6   7.8   MM -1.0    MM
2020 05 01 11 50 160 10.0 12.0   2.6     7   6.0 136 1011.1   7.8   5.6   7.8   MM -1.5    MM
2020 05 01 10 50 160 11.0 13.0   2.4     7   5.7 118 1011.4   7.9   5.6   7.6   MM -2.4    MM
2020 05 01 09 50 150 11.0 14.0   2.2     6   5.4 131 1011.6   8.0   5.6   7.4   MM -3.4    MM
2020 05 01 08 50 150 11.0 12.0   2.3     7   5.5 123 1012.6   7.9   5.6   7.0   MM -3.6    MM
2020 05 01 07 50 150 11.0 12.0   2.2     6   5.4 141 1013.8   7.9   5.6   6.9   MM -4.4    MM
2020 05 01 06 50 150 11.0 14.0   2.3     6   5.7 137 1015.0   7.7   5.6   6.9   MM -4.2    MM
2020 05 01 05 50 140 11.0 12.0   2.2     7   5.6 141 1016.2   7.4   5.6   6.7   MM -4.5    MM
2020 05 01 04 50 140 10.0 12.0   2.1    12   5.6  95 1018.2   7.3   5.6   6.5   MM -3.8    MM
2020 05 01 03 50 140  9.0 13.0   2.0    12   5.7  65 1019.2   7.0   5.6   6.2   MM -3.3    MM
2020 05 01 02 50 140  8.0  9.0   2.0    12   5.8  86 1020.7   6.8   5.7   6.0   MM -2.5    MM
2020 05 01 01 50 130  7.0  9.0   1.9    11   5.8  95 1022.0   6.5   5.7   5.7   MM -1.9    MM
2020 05 01 00 50 120  8.0 10.0   1.7    11   5.5 106 1022.5   6.3   5.7   5.4   MM -1.8    MM
2020 04 30 23 50 120  8.0 10.0   1.8    11   5.7 118 1023.2   6.1   5.7   5.2   MM -2.3    MM
2020 04 30 22 50 120  8.0  9.0   1.6    12   5.5  96 1023.9   5.9   5.7   5.0   MM -2.4    MM
2020 04 30 21 50 120  8.0  9.0   1.6     7   5.4 137 1024.3   5.8   5.7   4.9   MM -2.6    MM
2020 04 30 20 50 130  7.0  8.0   1.6     6   5.5 127 1025.5   5.8   5.6   4.8   MM -1.7    MM
2020 04 30 19 50 130  7.0  8.0   1.5     6   5.4 133 1026.3   5.8   5.6   4.8   MM -1.8    MM
2020 04 30 18 50 130  7.0  8.0   1.5    11   5.7  95 1026.9   5.8   5.5   4.7   MM -1.5    MM
2020 04 30 17 50 130  6.0  8.0   1.4    12   5.9  72 1027.2   5.8   5.6   4.6   MM -1.2    MM
2020 04 30 16 50 140  6.0  7.0   1.3    11   6.3  89 1028.1   5.9   5.6   4.5   MM -0.5    MM
2020 04 30 15 50 150  5.0  6.0   1.4    13   6.4  88 1028.4   6.0   5.6   4.4   MM +0.0    MM
2020 04 30 14 50 140  5.0  6.0   1.3    11   6.7 123 1028.4   6.0   5.7   4.4   MM +0.3    MM
2020 04 30 13 50 130  5.0  6.0   1.4    11   7.1 120 1028.6   6.0   5.7   4.5   MM -0.0    MM
2020 04 30 12 50 130  5.0  6.0   1.4    11   7.4 126 1028.6   6.0   5.9   4.6   MM +0.8    MM
2020 04 30 11 50 130  5.0  7.0   1.3    11   7.5 113 1028.1   5.9   6.0   5.2   MM +0.0    MM
2020 04 30 10 50 120  4.0  4.0   1.2    12   6.8 107 1028.4   5.9   6.0   5.3   MM +0.4    MM
2020 04 30 09 50 130  4.0  5.0   1.1    11   6.8 112 1027.8   5.9   5.9   5.1   MM -1.0    MM
2020 04 30 08 50 140  4.0  5.0   1.1    12   6.4 120 1028.0   5.9   6.0   4.7   MM -0.6    MM
2020 04 30 07 50 150  3.0  4.0   1.1    11   6.8 107 1028.0   5.9   6.0   4.4   MM -1.2    MM
2020 04 30 06 50 190  3.0  3.0   1.2    12   7.4 111 1028.8   5.9   6.1   4.9   MM +0.0    MM
2020 04 30 05 50 180  4.0  5.0   1.1    12   7.4 116 1028.6   5.8   6.1   4.8   MM -0.4    MM
2020 04 30 04 50 180  3.0  4.0   1.2    12   7.4  88 1029.2   5.8   6.1   4.5   MM -0.0    MM
2020 04 30 03 50 160  3.0  4.0   1.4    12   7.7 106 1028.7   5.8   6.3   4.0   MM -0.3    MM
2020 04 30 02 50 180  3.0  4.0   1.3    12   7.7 113 1029.0   5.8   6.4   3.3   MM +0.6    MM
2020 04 30 01 50 180  2.0  3.0   1.4    11   7.4 110 1029.0   5.8   6.3   3.3   MM +1.0    MM
2020 04 30 00 50 200  4.0  5.0   1.2    10   7.1 122 1029.0   5.7   5.9   2.8   MM +1.3    MM
2020 04 29 23 50 190  4.0  5.0   1.3    11   7.3 104 1028.4   5.7   5.8   2.6   MM +1.0    MM
2020 04 29 22 50 190  4.0  5.0   1.1    11   6.5 116 1028.0   5.8   5.9   1.9   MM +1.0    MM
2020 04 29 21 50 180  5.0  6.0   1.0    11   6.0 111 1027.7   6.1   5.9   1.1   MM +0.4    MM
2020 04 29 20 50 160  5.0  6.0   1.0    12   5.7 107 1027.4   6.0   6.0   0.9   MM +0.3    MM
2020 04 29 19 50 150  7.0  8.0   1.0    12   5.7 111 1027.0   6.1   6.0   0.3   MM -0.3    MM
2020 04 29 18 50 160  5.0  7.0   1.1    11   6.4 104 1027.3   6.2   6.1   0.8   MM +0.3    MM
2020 04 29 17 50 150  6.0  7.0   1.0    11   6.9 115 1027.1   6.2   6.2   0.9   MM +0.0    MM
2020 04 29 16 50 150  5.0  6.0   1.1    12   7.9 100 1027.3   6.3   6.4   0.3   MM +1.1    MM
2020 04 29 15 50 130  5.0  6.0   1.2     8   7.8 105 1027.0   6.6   6.7  -0.2   MM +1.3    MM
2020 04 29 14 50 120  3.0  4.0   1.2     9   8.0  98 1027.2   6.9   6.6   0.2   MM +1.3    MM
2020 04 29 13 50  70  3.0  3.0   1.1     9   7.9 111 1026.2   6.8   6.1   2.0   MM +1.4    MM
2020 04 29 12 50  30  4.0  5.0   1.1    10   8.1 104 1025.7   6.4   5.6   2.1   MM +2.3    MM
2020 04 29 11 50  10  4.0  4.0   1.1    11   7.9 110 1025.9   6.3   5.5   2.1   MM +3.4    MM
2020 04 29 10 50  30  3.0  4.0   1.0    11   8.0 121 1024.8   6.5   5.4   2.2   MM +3.4    MM
2020 04 29 09 50  10  4.0  5.0   0.9     9   7.3 108 1023.4   6.2   5.4   2.2   MM +2.2    MM
2020 04 29 08 50 360  3.0  4.0   1.0    11   7.6 107 1022.5   6.1   5.4   2.5   MM +1.6    MM
2020 04 29 07 50  10  4.0  5.0   0.9     9   7.4 113 1021.4   6.4   5.5   2.5   MM +0.8    MM
2020 04 29 06 50 350  4.0  5.0   1.0    11   7.7 110 1021.2   6.9   5.5   2.2   MM +1.1    MM
2020 04 29 05 50 330  5.0  6.0   1.1    10   8.1 102 1020.9   7.3   5.6   1.7   MM +1.1    MM
2020 04 29 04 50 310  4.0  4.0   1.1     9   8.0 110 1020.6   7.3   5.6   1.9   MM +0.6    MM
2020 04 29 03 50 300  4.0  5.0   1.2    11   8.2 102 1020.1   7.6   5.8   2.0   MM -0.0    MM
2020 04 29 02 50 290  3.0  4.0   1.3    10   8.3  87 1019.8   7.3   6.0   2.9   MM +0.6    MM
2020 04 29 01 50 270  3.0  4.0   1.4    11   8.5 101 1020.0   7.2   5.9   3.7   MM +1.4    MM
2020 04 29 00 50 250  3.0  3.0   1.4    10   8.2  88 1019.9   7.2   5.8   4.0   MM +1.6    MM
2020 04 28 23 50 300  4.0  5.0   1.3    11   8.0 103 1019.2   8.5   5.7   1.7   MM +1.1    MM
2020 04 28 22 50 290  4.0  5.0   1.5    11   8.2 100 1018.6   8.0   5.8   2.5   MM +0.5    MM
2020 04 28 21 50 270  4.0  5.0   1.4    11   7.6 106 1018.3   7.9   5.9   1.8   MM +0.5    MM
2020 04 28 20 50 270  2.0  3.0   1.3    11   7.0 103 1018.1   7.7   6.1   1.0   MM +0.4    MM
2020 04 28 19 50 320  1.0  1.0   1.4    11   7.2 102 1018.1   7.0   5.9   1.5   MM +0.3    MM
2020 04 28 18 50  10  5.0  6.0   1.5     8   7.1 113 1017.8   7.1   5.8   0.0   MM +0.0    MM
2020 04 28 17 50 330  6.0  7.0   1.4     8   6.5 112 1017.7   6.3   5.7   0.5   MM +0.0    MM
2020 04 28 16 50 340  5.0  6.0   1.4    11   6.4  96 1017.8   4.8   5.7   0.5   MM +0.0    MM
2020 04 28 15 50 360  8.0  9.0   1.7    10   6.6 113 1017.9   3.6   5.6   0.3   MM +0.4    MM
2020 04 28 14 50  10  8.0 10.0   1.8     9   6.6 110 1017.8   2.5   5.6   1.1   MM +1.1    MM
2020 04 28 13 50 360  8.0 10.0   2.1     9   6.5 107 1017.6   2.1   5.6   0.7   MM +1.5    MM
2020 04 28 12 50 360  9.0 11.0   2.5    10   7.1  96 1017.5   2.2   5.5   0.2   MM +2.1    MM
2020 04 28 11 50 360 11.0 13.0   2.4    11   6.5  92 1016.7   2.5   5.5  -0.5   MM +1.8    MM
2020 04 28 10 50  10  9.0 11.0   2.4    10   6.4 104 1016.1   3.1   5.5  -1.4   MM +1.2    MM
2020 04 28 09 50  10 10.0 14.0   2.8    11   6.6  99 1015.4   3.0   5.5  -0.7   MM +0.8    MM
2020 04 28 08 50  10 12.0 15.0   2.6    10   6.4 111 1014.9   3.0   5.5  -0.4   MM +0.0    MM
2020 04 28 07 50  20 12.0 14.0   2.7    10   6.4 109 1014.9   2.9   5.6   0.3   MM +0.3    MM
