#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2020 04 18 17 50  70 10.0 12.0   1.2     5   4.1  60 1008.4   3.9   5.8   2.1   MM -2.4    MM
2020 04 18 16 50  70 10.0 11.0   1.2     5   4.0  57 1009.2   3.6   5.7   2.2   MM -1.9    MM
2020 04 18 15 50  60 10.0 12.0   1.0     4   3.9  69 1009.7   3.4   5.7   2.1   MM -1.9    MM
2020 04 18 14 50  70  8.0 10.0   0.8     4   3.7  75 1010.8   3.1   5.6   1.9   MM -1.1    MM
2020 04 18 13 50  80  8.0 10.0   0.8     4   3.7  79 1011.1   3.0   5.6   1.6   MM -1.5    MM
2020 04 18 12 50  90  7.0  8.0   0.9     4   3.9  86 1011.6   3.1   5.6   1.6   MM -0.6    MM
2020 04 18 11 50 110  7.0  8.0   0.9     5   3.9 179 1011.9   2.9   5.6   1.4   MM +0.4    MM
2020 04 18 10 50 120  7.0  8.0   1.0     6   4.1 181 1012.6   3.2   5.6   0.7   MM -0.0    MM
2020 04 18 09 50  80  7.0 10.0   1.0     6   4.3 175 1012.2   4.9   5.6  -1.8   MM -1.5    MM
2020 04 18 08 50  60  8.0  9.0   0.8     7   4.1 164 1011.5   5.0   5.7  -2.4   MM -2.8    MM
2020 04 18 07 50  60  8.0 10.0   0.6     3   3.2  61 1012.6   5.0   5.8  -1.5   MM -3.0    MM
2020 04 18 06 50  80  8.0  9.0   0.4    10   3.4  83 1013.7   5.2   5.8  -1.4   MM -2.0    MM
2020 04 18 05 50  60  5.0  6.0   0.3    10   4.8 120 1014.3   5.8   5.9  -3.4   MM -1.6    MM
2020 04 18 04 50 300  2.0  2.0   0.3    12   4.3  99 1015.6   6.3   5.9  -3.7   MM +0.0    MM
2020 04 18 03 50 220  2.0  2.0   0.3     3   3.9 205 1015.7   6.1   5.9   0.1   MM +0.0    MM
2020 04 18 02 50 250  2.0  2.0   0.3    12   4.1  74 1015.9   6.4   5.9  -0.9   MM +0.8    MM
2020 04 18 01 50 280  3.0  3.0   0.4     4   3.7 212 1015.8   6.7   5.9  -3.7   MM +0.7    MM
2020 04 18 00 50 230  3.0  4.0   0.4     4   3.6 209 1015.8   6.7   5.9  -1.2   MM +0.6    MM
2020 04 17 23 50 250  6.0  7.0   0.5     4   3.5 208 1015.1   7.0   5.9  -3.2   MM +0.0    MM
2020 04 17 22 50 240  5.0  6.0   0.5     4   3.6 209 1015.1   7.1   6.0  -3.7   MM -0.6    MM
2020 04 17 21 50 250  7.0  8.0   0.6     4   3.5 210 1015.2   7.2   6.0  -4.4   MM -0.9    MM
2020 04 17 20 50 260  8.0 10.0   0.6     4   3.6 204 1015.0   7.0   6.0  -6.2   MM -1.8    MM
2020 04 17 19 50 270  8.0 10.0   0.6     4   3.6 205 1015.7   6.6   5.9  -7.8   MM -2.1    MM
2020 04 17 18 50 270  9.0 10.0   0.6     5   3.5 183 1016.1   6.2   5.9  -7.2   MM -2.3    MM
2020 04 17 17 50 270  7.0  9.0   0.6     4   3.6 191 1016.8   5.6   5.8  -8.1   MM -1.8    MM
2020 04 17 16 50 260  8.0  9.0   0.6     4   3.8 201 1017.8   5.0   5.8  -8.2   MM -1.3    MM
2020 04 17 15 50 270  7.0  9.0   0.6     4   4.0 199 1018.4   4.5   5.7  -9.0   MM -0.9    MM
2020 04 17 14 50 270  7.0  8.0   0.6     5   3.9 191 1018.6   3.7   5.6  -8.3   MM -0.9    MM
2020 04 17 13 50 270  7.0  9.0   0.6     4   3.7 203 1019.1   3.2   5.4  -7.5   MM +0.3    MM
2020 04 17 12 50 280  7.0  9.0   0.6     4   3.6 213 1019.3   2.7   5.3  -5.6   MM +1.3    MM
2020 04 17 11 50 280  8.0 10.0   0.5     8   3.7 127 1019.5   2.0   5.3  -5.7   MM +1.5    MM
2020 04 17 10 50 270  7.0  9.0   0.5     8   3.7 118 1018.8   1.9   5.3  -5.6   MM   MM    MM
2020 04 17 09 50 270  8.0 10.0   0.5     8   3.7 127 1018.0   2.3   5.4  -5.6   MM   MM    MM
2020 04 17 08 50 270  8.0  9.0   0.5     8   3.7 127 1018.0   2.5   5.4  -5.5   MM +0.0    MM
2020 04 17 07 50 280  7.0  9.0   0.6     8   3.8 123 1018.3   2.7   5.5  -5.7   MM +0.4    MM
2020 04 17 06 50 280  8.0  9.0   0.5     8   3.8 146 1018.0   2.6   5.5  -5.8   MM +0.7    MM
2020 04 17 05 50 280  9.0 11.0   0.5     8   4.0 120 1017.8   3.0   5.5  -5.4   MM   MM    MM
2020 04 17 04 50 290  7.0  9.0   0.6     8   3.9 137 1017.9   3.1   5.6  -5.8   MM +1.5    MM
2020 04 17 03 50 270  8.0 10.0   0.5     9   4.1 142 1017.3   3.8   5.5  -5.1   MM +1.4    MM
2020 04 17 02 50 280  8.0  9.0   0.5     8   4.2 124 1016.8   4.1   5.5  -6.1   MM +2.0    MM
2020 04 17 01 50 270  7.0  8.0   0.5     8   4.4 128 1016.4   4.5   5.6  -5.7   MM +2.6    MM
2020 04 17 00 50 290  5.0  6.0   0.5     9   4.6 120 1015.9   4.9   5.7  -6.4   MM +2.3    MM
2020 04 16 23 50 290  7.0  9.0   0.6     8   3.8 110 1014.8   5.3   5.7  -6.4   MM +1.2    MM
2020 04 16 22 50 290  8.0 10.0   0.7     8   4.0 116 1013.8   5.7   5.7  -7.8   MM +0.5    MM
2020 04 16 21 50 220  1.0  2.0   0.6     8   5.2 150 1013.6   5.8   5.8  -7.1   MM +0.0    MM
2020 04 16 20 50  70  2.0  3.0   0.7     8   5.6 155 1013.6   5.2   5.9  -7.0   MM -0.4    MM
2020 04 16 19 50 160  4.0  5.0   0.6     8   6.0 126 1013.3   4.7   6.0  -4.0   MM -0.8    MM
2020 04 16 18 50 160  5.0  6.0   0.5     8   5.8 139 1013.5   4.7   6.1  -4.5   MM -1.0    MM
2020 04 16 17 50 140  3.0  4.0   0.5     8   6.3 143 1014.0   4.4   6.1  -5.0   MM -0.8    MM
2020 04 16 16 50 170  4.0  5.0   0.5     8   6.1 158 1014.1   4.1   6.0  -5.7   MM -0.9    MM
2020 04 16 15 50 130  1.0  3.0   0.5     8   5.3 152 1014.5   4.2   5.9  -5.6   MM -0.4    MM
2020 04 16 14 50 170  2.0  5.0   0.4     9   5.4 139 1014.8   3.5   5.8  -5.7   MM +0.0    MM
2020 04 16 13 50 270  2.0  3.0   0.5     9   4.9 128 1015.0   3.1   5.5  -6.3   MM +1.0    MM
2020 04 16 12 50 310  5.0  6.0   0.6     9   4.5 122 1014.9   2.9   5.3  -6.0   MM +1.4    MM
2020 04 16 11 50 240  6.0  7.0   0.7     8   4.1 123 1014.7   2.9   5.3  -3.7   MM +1.6    MM
2020 04 16 10 50 250  7.0  8.0   0.8     9   4.1 146 1014.0   3.4   5.3  -4.5   MM +1.0    MM
2020 04 16 09 50 250  7.0  8.0   0.8     8   4.2  98 1013.5   3.7   5.3  -5.1   MM +0.6    MM
2020 04 16 08 50 260  7.0  8.0   0.8     9   6.1 105 1013.1   3.6   5.4  -5.5   MM -0.0    MM
2020 04 16 07 50 260  4.0  5.0   0.9     8   6.4 142 1013.0   3.6   5.5  -5.2   MM +0.0    MM
2020 04 16 06 50 270  4.0  5.0   0.9     8   6.4 127 1012.9   3.5   5.6  -5.6   MM +0.0    MM
2020 04 16 05 50 280  4.0  5.0   0.9     8   6.9 139 1013.2   3.8   5.7  -6.1   MM +0.8    MM
2020 04 16 04 50 280  4.0  5.0   0.8     8   6.4 148 1013.1   4.3   5.6  -6.8   MM +1.4    MM
2020 04 16 03 50 270  4.0  5.0   0.8     8   6.6 142 1012.8   4.5   5.7  -6.5   MM +2.3    MM
2020 04 16 02 50 290  5.0  7.0   0.8     9   6.2 148 1012.4   4.8   5.8  -7.8   MM +3.6    MM
2020 04 16 01 50 290  5.0  6.0   0.8     9   5.9 147 1011.7   5.5   5.8  -6.8   MM +4.0    MM
2020 04 16 00 50 300  7.0  8.0   0.9     9   5.1 135 1010.5   6.1   5.8  -7.6   MM +3.5    MM
2020 04 15 23 50 280  9.0 11.0   1.0     9   4.7 135 1008.8   6.8   5.8  -8.4   MM +2.2    MM
2020 04 15 22 50 280  9.0 11.0   1.2    10   4.5 125 1007.7   7.4   6.0  -6.9   MM +0.9    MM
2020 04 15 21 50 280 10.0 12.0   1.3    10   4.7 137 1007.0   7.9   6.2    MM   MM -0.5    MM
2020 04 15 20 50 210  7.0  9.0   1.3     9   5.3 133 1006.6   6.6   6.3  -0.6   MM -1.9    MM
2020 04 15 19 50 190  7.0  8.0   1.3     9   5.9 128 1006.8   6.1   6.4  -1.1   MM -2.5    MM
2020 04 15 18 50 190  8.0  9.0   1.3     9   6.4 130 1007.5   6.2   6.4  -1.6   MM -2.7    MM
2020 04 15 17 50 180  5.0  6.0   1.3     9   6.9 135 1008.5   6.2   6.5  -1.6   MM -2.7    MM
2020 04 15 16 50 150  3.0  3.0   1.4     9   7.1 139 1009.3   6.1   6.4  -1.3   MM -2.5    MM
2020 04 15 15 50 110  4.0  5.0   1.3     9   7.0 125 1010.2   5.7   6.2   0.5   MM -2.2    MM
2020 04 15 14 50  90  3.0  4.0   1.3     9   6.9 143 1011.2   5.9   6.0  -0.3   MM -1.8    MM
2020 04 15 13 50  10  2.0  4.0   1.2    10   6.8 144 1011.8   6.0   5.9  -1.5   MM -0.7    MM
2020 04 15 12 50 320  2.0  2.0   1.2    10   6.8 153 1012.4   6.4   5.8  -3.2   MM +0.0    MM
2020 04 15 11 50 120  2.0  3.0   1.2    10   7.1 159 1013.0   6.2   5.8  -1.7   MM +1.0    MM
2020 04 15 10 50 150  3.0  4.0   1.2    10   6.9 160 1012.5   6.1   5.9  -1.5   MM +0.4    MM
2020 04 15 09 50 150  3.0  6.0   1.1    10   6.8 156 1012.3   6.7   5.8  -4.5   MM -0.6    MM
2020 04 15 08 50  70  5.0  7.0   1.2    10   6.8 150 1012.0   6.3   5.9  -3.0   MM -1.2    MM
2020 04 15 07 50  10  4.0  6.0   1.2     9   6.7 137 1012.1   6.4   5.9   0.2   MM -1.6    MM
2020 04 15 06 50 320  4.0  5.0   1.4    10   7.2 139 1012.9   7.0   5.9  -2.6   MM -1.0    MM
2020 04 15 05 50 290  5.0  6.0   1.3     9   6.8 129 1013.2   7.0   6.0  -1.1   MM +0.0    MM
2020 04 15 04 50 270  3.0  4.0   1.5     8   7.2 131 1013.7   6.9   6.1   3.2   MM +0.6    MM
2020 04 15 03 50 240  3.0  4.0   1.4     9   7.0 125 1013.9   6.8   6.1   4.4   MM +0.8    MM
2020 04 15 02 50 230  4.0  5.0   1.5    10   6.9 130 1013.2   6.8   6.1   4.7   MM +1.1    MM
2020 04 15 01 50 210  4.0  5.0   1.6    10   7.2 144 1013.1   6.5   6.1   4.3   MM +1.0    MM
2020 04 15 00 50 220  6.0  8.0   1.6    10   6.8 136 1013.1   6.7   6.0   4.0   MM +0.8    MM
2020 04 14 23 50 200  6.0  7.0   1.6    10   7.1 139 1012.1   6.7   6.0   2.9   MM +0.0    MM
2020 04 14 22 50 200  5.0  6.0   1.4    12   7.4 136 1012.1   7.1   5.9   2.8   MM +0.0    MM
2020 04 14 21 50 190  6.0  7.0   1.3    10   7.7 142 1012.3   7.2   6.0   2.7   MM -0.6    MM
2020 04 14 20 50 180  5.0  6.0   1.4    12   6.9 147 1012.3   6.8   6.1   3.2   MM -0.9    MM
2020 04 14 19 50 190  6.0  7.0   1.4    13   7.0 163 1012.2   7.4   6.0   1.5   MM -1.6    MM
2020 04 14 18 50 250  5.0  6.0   1.5     9   7.1 123 1012.9   9.3   5.9  -1.0   MM -1.5    MM
2020 04 14 17 50 240  7.0  8.0   1.4    10   7.1 123 1013.2   8.7   5.8  -0.8   MM -1.7    MM
2020 04 14 16 50 240  5.0  6.0   1.6    14   7.6 156 1013.8   8.1   5.7  -0.3   MM -0.6    MM
2020 04 14 15 50 220  3.0  5.0   1.7    14   7.6 179 1014.4   7.1   5.5  -0.4   MM +0.9    MM
2020 04 14 14 50 270  7.0  8.0   1.9     9   7.6 141 1014.9   7.2   5.4  -1.0   MM +2.3    MM
2020 04 14 13 50 270  5.0  7.0   2.0     9   7.4 143 1014.4   7.0   5.2  -1.1   MM +3.2    MM
2020 04 14 12 50 280  7.0  8.0   1.9    10   6.9 149 1013.5   6.9   5.1  -1.8   MM +3.5    MM
2020 04 14 11 50 280  8.0 10.0   2.4    10   7.4 145 1012.6   6.8   5.1  -1.4   MM +4.4    MM
2020 04 14 10 50 270 10.0 12.0   2.2    10   7.1 142 1011.2   7.1   5.1  -1.0   MM +3.7    MM
2020 04 14 09 50 260 10.0 11.0   2.1    10   6.4 144 1010.0   7.6   5.2   0.1   MM +3.9    MM
2020 04 14 08 50 270  9.0 12.0   2.4     9   6.7 139 1008.2   7.8   5.2   0.3   MM +3.4    MM
2020 04 14 07 50 270 10.0 12.0   2.4     9   6.2 131 1007.5   8.4   5.3   1.2   MM +5.6    MM
2020 04 14 06 50 270 10.0 15.0   2.6     8   6.6 145 1006.1   9.3   5.3   3.0   MM +5.7    MM
2020 04 14 05 50 260  8.0 10.0   2.9     9   7.0 137 1004.8   9.9   5.3   6.5   MM +6.0    MM
2020 04 14 04 50 220  8.0  9.0   3.7    10   7.7 140 1001.9  10.2   5.3  10.2   MM +4.5    MM
2020 04 14 03 50 220  8.0  9.0   3.8    10   7.7 139 1000.4   8.4   5.3   8.4   MM +3.0    MM
2020 04 14 02 50 210 10.0 12.0   3.2    10   6.7 151  998.8   8.8   5.4   8.8   MM +2.7    MM
2020 04 14 01 50 190 12.0 14.0   3.7     9   6.9 137  997.4   8.5   5.4   8.5   MM +0.4    MM
2020 04 14 00 50 190 12.0 14.0   3.5     9   6.8 148  997.4   8.8   5.4   8.8   MM -0.5    MM
2020 04 13 23 50 190 17.0 21.0   3.8     9   6.7 138  996.1  10.3   5.4  10.2   MM -3.5    MM
2020 04 13 22 50 180 15.0 18.0   3.5     8   6.6 144  997.0   9.0   5.4   9.0   MM -4.1    MM
2020 04 13 21 50 170 13.0 15.0   3.3     8   6.5 162  997.9   8.7   5.4   8.7   MM -6.3    MM
2020 04 13 20 50 170 15.0 18.0   3.4     8   6.4 152  999.6   9.2   5.4   8.9   MM -6.3    MM
2020 04 13 19 50 170 15.0 18.0   2.6     8   5.9 158 1001.1   9.0   5.4   9.0   MM -6.3    MM
2020 04 13 18 50 170 13.0 16.0   3.0     8   5.7 145 1004.2   8.7   5.5   8.7   MM -5.5    MM
2020 04 13 17 50 170 14.0 18.0   2.9     7   5.9 163 1005.9   9.1   5.5   9.1   MM -5.7    MM
2020 04 13 16 50 170 14.0 17.0   2.6     7   5.4 161 1007.4   8.7   5.5   8.7   MM -6.5    MM
2020 04 13 15 50 170 14.0 18.0   2.1     6   4.9 149 1009.7   8.3   5.5   8.3   MM -5.0    MM
2020 04 13 14 50 170 13.0 15.0   1.8     6   4.7 164 1011.6   7.6   5.5   7.6   MM -4.1    MM
2020 04 13 13 50 170 11.0 13.0   1.6     6   4.5 166 1013.9   7.5   5.5   7.5   MM -2.7    MM
2020 04 13 12 50 180 11.0 13.0   1.6     6   4.6 163 1014.7   7.9   5.6   7.9   MM -2.8    MM
2020 04 13 11 50 180 11.0 12.0   1.2     5   4.4 163 1015.7   7.9   5.6   7.5   MM -2.5    MM
2020 04 13 10 50 180  7.0  7.0   0.8     5   4.5 168 1016.6   7.3   5.6   6.9   MM -1.6    MM
2020 04 13 09 50 150  2.0  3.0   0.8     5   4.5 170 1017.5   6.7   5.7   6.7   MM -1.5    MM
2020 04 13 08 50 140  2.0  3.0   0.8     5   4.5 161 1018.2   6.5   5.6   6.4   MM -1.6    MM
2020 04 13 07 50 150  4.0  5.0   0.9     5   4.5 168 1018.2   6.5   5.6   6.2   MM -2.5    MM
2020 04 13 06 50 160  5.0  5.0   0.9     5   4.4 177 1019.0   6.4   5.5   5.9   MM -2.3    MM
2020 04 13 05 50 170  4.0  5.0   1.0     5   4.3 179 1019.8   6.4   5.4   5.7   MM -1.5    MM
2020 04 13 04 50 180  6.0  6.0   1.2     6   4.5 163 1020.7   6.7   5.5   5.7   MM -0.7    MM
2020 04 13 03 50 190  7.0  8.0   1.2     5   4.4 179 1021.3   6.8   5.5   5.5   MM +0.0    MM
2020 04 13 02 50 190  9.0 11.0   1.2     5   4.3 169 1021.3   7.3   5.5   5.0   MM +0.9    MM
2020 04 13 01 50 190  9.0 11.0   1.2     5   4.2 194 1021.4   8.0   5.5   3.6   MM +0.6    MM
2020 04 13 00 50 190 10.0 11.0   1.2     5   4.1 202 1021.1   8.0   5.7   3.4   MM +0.4    MM
2020 04 12 23 50 180 10.0 12.0   1.2     5   4.1 193 1020.4   7.7   5.8   3.2   MM +0.3    MM
2020 04 12 22 50 190 11.0 13.0   1.0     4   3.8 180 1020.8   7.7   5.7   2.6   MM +0.4    MM
2020 04 12 21 50 180  8.0 10.0   1.0     4   3.9 187 1020.7   7.2   5.5   2.5   MM -0.0    MM
2020 04 12 20 50 180 10.0 11.0   0.9     4   3.6 183 1020.1   6.6   5.5   2.4   MM -1.3    MM
2020 04 12 19 50 180 10.0 12.0   0.9     4   3.5 189 1020.4   6.7   5.6   0.6   MM -1.0    MM
2020 04 12 18 50 180  9.0 11.0   0.8     4   3.6 192 1020.9   6.3   5.6   0.7   MM -1.1    MM
2020 04 12 17 50 190  9.0 10.0   0.7     4   3.5 201 1021.4   6.5   5.6  -0.7   MM -1.1    MM
2020 04 12 16 50 190  8.0  9.0   0.6     3   3.6 198 1021.4   5.9   5.6   0.0   MM -0.9    MM
2020 04 12 15 50 180  6.0  7.0   0.6     3   3.7 196 1022.0   5.6   5.5   0.5   MM +0.0    MM
2020 04 12 14 50 200  6.0  7.0   0.6     3   3.8 197 1022.5   5.4   5.3  -0.3   MM +1.0    MM
2020 04 12 13 50 220  5.0  6.0   0.5     8   4.4 135 1022.3   5.0   5.2  -1.1   MM +1.8    MM
2020 04 12 12 50 220  5.0  5.0   0.5     8   4.3 147 1021.9   4.5   5.1  -2.6   MM +3.0    MM
2020 04 12 11 50 240  5.0  6.0   0.6     3   3.7 219 1021.5   3.9   4.9  -3.0   MM +3.6    MM
2020 04 12 10 50 250  6.0  7.0   0.6     4   3.8 202 1020.5   4.4   4.9  -3.0   MM +3.4    MM
2020 04 12 09 50 230  6.0  8.0   0.5     9   3.8 119 1018.9   4.4   4.9  -2.1   MM +2.6    MM
2020 04 12 08 50 240  7.0  8.0   0.5     8   3.4 113 1017.9   4.3   5.0  -2.4   MM +2.0    MM
2020 04 12 07 50 240  7.0  8.0   0.4     7   4.1 138 1017.1   4.2   5.0  -1.8   MM +1.6    MM
2020 04 12 06 50 250  5.0  6.0   0.3     8   6.6 105 1016.3   4.2   5.1  -2.3   MM +1.3    MM
2020 04 12 05 50 240  4.0  5.0   0.3     8   6.7 120 1015.9   4.9   5.0  -2.8   MM +1.9    MM
2020 04 12 04 50 240  3.0  4.0   0.3    10   6.8 137 1015.5   5.2   5.0  -2.8   MM +2.3    MM
2020 04 12 03 50 240  2.0  2.0   0.3    10   6.8 132 1015.0   5.0   5.0  -2.9   MM +2.8    MM
2020 04 12 02 50 300  3.0  3.0   0.3     9   6.3 129 1014.0   5.0   5.1  -3.7   MM +3.7    MM
2020 04 12 01 50 310  4.0  4.0   0.3    10   6.2 137 1013.2   5.5   5.2  -4.9   MM +4.1    MM
2020 04 12 00 50 340  3.0  3.0   0.3     9   5.3 151 1012.2   5.5   5.3  -4.4   MM +4.2    MM
2020 04 11 23 50 330  5.0  6.0   0.4     9   3.5 155 1010.3   5.8   5.3  -4.2   MM +3.6    MM
2020 04 11 22 50 340  6.0  8.0   0.5    10   3.2 135 1009.1   6.2   5.4  -4.9   MM +3.1    MM
2020 04 11 21 50 300  9.0 12.0   0.5     2   3.1 311 1008.0   6.5   5.3  -6.2   MM +2.4    MM
2020 04 11 20 50 300  9.0 11.0   0.6     3   3.0 262 1006.7   6.3   5.3  -5.5   MM +1.6    MM
2020 04 11 19 50 280  8.0 10.0    MM    MM    MM  MM 1006.0   5.9   5.3  -5.4   MM +1.3    MM
2020 04 11 18 50 280  8.0 10.0   0.5     3   3.3 238 1005.6   5.7   5.3  -5.6   MM +0.8    MM
2020 04 11 17 50 270  9.0 10.0   0.6     4   3.4 226 1005.1   5.3   5.2  -5.9   MM +0.3    MM
2020 04 11 16 50 280  9.0 11.0   0.6    10   3.4 116 1004.7   5.0   5.1  -4.8   MM +0.7    MM
2020 04 11 15 50 280  9.0 11.0   0.6     3   3.3 262 1004.8   5.0   5.1  -4.1   MM +1.2    MM
2020 04 11 14 50 280  7.0 10.0   0.6    10   3.6 111 1004.8   5.0   5.0  -4.2   MM +1.7    MM
2020 04 11 13 50 270  6.0  7.0   0.5     9   3.9 121 1004.0   4.7   5.0  -3.1   MM +1.8    MM
2020 04 11 12 50 270  7.0  8.0   0.5    10   4.0 145 1003.6   4.4   4.9  -2.4   MM +2.5    MM
2020 04 11 11 50 270  8.0 10.0   0.6    10   3.8 126 1003.1   4.0   4.8  -1.9   MM +3.0    MM
2020 04 11 10 50 270  8.0 10.0   0.6    10   4.0 130 1002.2   4.1   4.8  -1.3   MM +3.1    MM
2020 04 11 09 50 260  9.0 10.0   0.6    10   3.8  91 1001.1   4.1   4.9  -1.2   MM +2.9    MM
2020 04 11 08 50 270  8.0  9.0   0.7    10   3.7 124 1000.1   4.2   4.9  -0.9   MM +2.7    MM
2020 04 11 07 50 270  9.0 11.0   0.6    11   3.9 117  999.1   4.3   4.9  -0.4   MM +2.5    MM
2020 04 11 06 50 280 10.0 12.0   0.7    10   3.6 136  998.2   4.3   4.9  -0.7   MM +2.0    MM
2020 04 11 05 50 270 10.0 11.0   0.8     3   3.6 244  997.4   4.3   5.0  -1.0   MM +1.4    MM
2020 04 11 04 50 270 11.0 13.0   0.8     4   3.9 247  996.6   4.4   4.9  -1.3   MM +0.9    MM
2020 04 11 03 50 270  8.0 10.0   0.6     3   4.0 257  996.2   4.2   4.8  -1.4   MM +1.4    MM
2020 04 11 02 50 270  8.0 10.0   0.6     8   4.1 155  996.0   4.1   4.9  -2.2   MM +3.1    MM
2020 04 11 01 50 290  6.0  7.0   0.5     8   4.2 136  995.7   3.6   4.9  -3.0   MM +5.0    MM
2020 04 11 00 50 290  7.0  8.0   0.8     8   3.9 147  994.8   3.7   4.9  -2.2   MM +6.1    MM
2020 04 10 23 50 330 12.0 15.0   0.8     9   3.4 150  992.9   4.5   4.9  -3.8   MM +5.7    MM
2020 04 10 22 50 310 10.0 13.0   0.7     9   3.5 136  990.7   4.9   4.9  -2.7   MM +5.3    MM
2020 04 10 21 50 300 10.0 12.0   0.8     8   3.5 150  988.7   4.8   4.9  -2.1   MM +4.8    MM
2020 04 10 20 50 310 10.0 12.0   0.7     8   3.7 148  987.2   4.8   5.1  -1.0   MM +4.5    MM
2020 04 10 19 50 320  9.0 12.0   0.9     8   4.1 154  985.4   4.6   5.2  -0.1   MM +3.1    MM
2020 04 10 18 50 340 13.0 16.0   1.1     6   4.4 186  983.9   3.8   5.2   0.9   MM +1.9    MM
2020 04 10 17 50 280 12.0 14.0   1.2     6   4.3 180  982.7   5.8   5.1  -1.3   MM +0.6    MM
2020 04 10 16 50 290 11.0 14.0   1.5     6   4.6 193  982.3   5.9   5.1  -1.8   MM +0.4    MM
2020 04 10 15 50 280 13.0 16.0   1.5     6   4.6 189  982.0   5.7   5.1  -2.3   MM +0.0    MM
2020 04 10 14 50 270 13.0 17.0   1.4     6   4.4 185  982.1   5.5   5.0  -2.0   MM +0.0    MM
2020 04 10 13 50 270 13.0 15.0   1.5     5   4.6 192  981.9   4.9   5.0  -1.6   MM +0.0    MM
2020 04 10 12 50 260 12.0 14.0   1.3     5   4.7 202  982.1   4.5   5.0  -1.2   MM +0.6    MM
2020 04 10 11 50 250 11.0 14.0   1.4     5   4.8 202  982.2   3.8   5.0  -0.9   MM +1.1    MM
2020 04 10 10 50 250 11.0 13.0   1.3     9   4.7 107  982.1   3.9   5.0  -0.5   MM +1.1    MM
2020 04 10 09 50 260 11.0 14.0   1.3     8   4.9 145  981.5   4.0   5.0  -0.4   MM -0.4    MM
2020 04 10 08 50 270 12.0 15.0   1.5     8   5.1 137  981.1   4.0   5.0  -0.2   MM -1.3    MM
2020 04 10 07 50 270 12.0 15.0   1.4     9   5.3 129  981.0   4.1   5.0   0.3   MM -1.7    MM
2020 04 10 06 50 290  6.0  7.0   1.3     9   6.7 144  981.9   2.7   5.0   1.1   MM +0.0    MM
2020 04 10 05 50 290  7.0 10.0   1.6     9   6.5 128  982.4   3.1   5.0   0.9   MM +0.8    MM
2020 04 10 04 50 290 10.0 12.0   2.1     9   6.1 142  982.7   3.1   5.0   0.7   MM +1.3    MM
2020 04 10 03 50 300 10.0 13.0   2.2     9   6.1 140  982.1   2.7   5.0   1.7   MM +1.3    MM
2020 04 10 02 50 310 13.0 17.0   2.2     8   5.7 138  981.6   2.5   5.1   1.3   MM +0.6    MM
2020 04 10 01 50 310 14.0 17.0   2.5     8   5.8 135  981.4   1.6   5.2   1.6   MM -0.6    MM
2020 04 10 00 50  20 13.0 16.0   2.4     8   5.4 160  980.8   3.2   5.3   2.9   MM -4.3    MM
2020 04 09 23 50  80 13.0 18.0   2.3     7   5.1 169  981.0   2.6   5.3   2.3   MM -7.1    MM
2020 04 09 22 50 100 15.0 19.0   2.3     8   5.2 172  982.0   2.4   5.4   2.4   MM -6.6    MM
2020 04 09 21 50  90 14.0 17.0   2.4     8   5.4 168  985.1   2.2   5.4   2.2   MM -5.4    MM
2020 04 09 20 50  90 11.0 15.0   2.6     7   5.7 164  988.1   2.9   5.5   2.1   MM -3.8    MM
2020 04 09 19 50 150 14.0 17.0   2.4     7   5.6 164  988.6   3.5   5.6   2.4   MM -4.2    MM
2020 04 09 18 50 160 13.0 16.0   1.9     6   5.0 152  990.5   5.1   5.7   2.6   MM -3.9    MM
2020 04 09 17 50 160 10.0 13.0   2.0     6   5.1 155  991.9   5.7   5.8   3.9   MM -4.1    MM
2020 04 09 16 50 160 11.0 14.0   1.9     6   4.9 165  992.8   5.9   5.7   4.5   MM -4.9    MM
2020 04 09 15 50 170 11.0 13.0   1.6     6   4.4 179  994.4   6.0   5.7   5.3   MM -3.8    MM
2020 04 09 14 50 180 10.0 12.0   1.5     5   4.4 180  996.0   6.0   5.7   5.5   MM -4.2    MM
2020 04 09 13 50 190  9.0 11.0   1.3     5   4.2 187  997.7   6.1   5.6   5.5   MM -2.7    MM
2020 04 09 12 50 180  9.0 10.0   1.3     5   4.1 176  998.2   6.1   5.6   5.3   MM -2.5    MM
2020 04 09 11 50 190  9.0 10.0   0.9     4   3.9 181 1000.2   6.3   5.6   4.7   MM -1.0    MM
2020 04 09 10 50 170  6.0  7.0   0.9     4   3.9 174 1000.4   6.2   5.7   3.6   MM -1.1    MM
2020 04 09 09 50 170  7.0  9.0   0.8     4   3.9 171 1000.7   6.1   5.8   3.4   MM -0.7    MM
2020 04 09 08 50 170  7.0  8.0   0.6    11   3.9 159 1001.2   6.2   5.8   3.4   MM -1.0    MM
2020 04 09 07 50 180  6.0  7.0   0.6    15   4.2 121 1001.5   6.0   5.9   4.5   MM -1.2    MM
2020 04 09 06 50 190  5.0  6.0   0.6    11   4.3 134 1001.4   5.9   5.8   4.9   MM -1.7    MM
2020 04 09 05 50 200  5.0  6.0   0.5    15   4.5 133 1002.2   5.8   5.8   5.2   MM -1.5    MM
